sentence_id,sentence,top_label,top_score,all_labels,all_scores
581,"Constantly bearing in mind that in entering into society ""individuals must give up a share of liberty to preserve the rest,"" it will be my desire so to discharge my duties as to foster with our brethren in all parts of the country a spirit of liberal concession and compromise, and, by reconciling our fellow citizens to those partial sacrifices which they must unavoidably make for the preservation of a greater good, to recommend our invaluable Government and Union to the confidence and affections of the American people.",society,0.45355886220932007,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.45355886220932007, 0.32976511120796204, 0.11678540706634521, 0.08042629808187485, 0.019464273005723953]"
582,"Finally, it is my most fervent prayer to that Almighty Being before whom I now stand, and who has kept us in His hands from the infancy of our Republic to the present day, that He will so overrule all my intentions and actions and inspire the hearts of my fellow citizens that we may be preserved from dangers of all kinds and continue forever a united and happy people.",society,0.44659072160720825,"[""society"", ""governance"", ""war/security"", ""economy"", ""politics""]","[0.44659072160720825, 0.33615338802337646, 0.08361112326383591, 0.07923730462789536, 0.05440746620297432]"
583,Fellow citizens: The practice of all my predecessors imposes on me an obligation I cheerfully fulfill -- to accompany the first and solemn act of my public trust with an avowal of the principles that will guide me in performing it and an expression of my feelings on assuming a charge so responsible and vast.,society,0.382476270198822,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.382476270198822, 0.3024027347564697, 0.13018980622291565, 0.12481152266263962, 0.0601196214556694]"
584,"In imitating their example I tread in the footsteps of illustrious men, whose superiors it is our happiness to believe are not found on the executive calendar of any country.",governance,0.3664759695529938,"[""governance"", ""politics"", ""economy"", ""society"", ""war/security""]","[0.3664759695529938, 0.19486984610557556, 0.1934252828359604, 0.1734696477651596, 0.07175923138856888]"
585,"Among them we recognize the earliest and firmest pillars of the Republic -- those by whom our national independence was first declared, him who above all others contributed to establish it on the field of battle, and those whose expanded intellect and patriotism constructed, improved, and perfected the inestimable institutions under which we live.",society,0.6113867163658142,"[""society"", ""governance"", ""war/security"", ""politics"", ""economy""]","[0.6113867163658142, 0.18279530107975006, 0.09987682849168777, 0.07725901156663895, 0.02868211455643177]"
586,"If such men in the position I now occupy felt themselves overwhelmed by a sense of gratitude for this the highest of all marks of their country's confidence, and by a consciousness of their inability adequately to discharge the duties of an office so difficult and exalted, how much more must these considerations affect one who can rely on no such claims for favor or forbearance!",governance,0.42084935307502747,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.42084935307502747, 0.25593939423561096, 0.16052058339118958, 0.1147092655301094, 0.04798141494393349]"
587,"Unlike all who have preceded me, the Revolution that gave us existence as one people was achieved at the period of my birth; and whilst I contemplate with grateful reverence that memorable event, I feel that I belong to a later age and that I may not expect my countrymen to weigh my actions with the same kind and partial hand.",society,0.4862639307975769,"[""society"", ""economy"", ""politics"", ""governance"", ""war/security""]","[0.4862639307975769, 0.2492460310459137, 0.0892481654882431, 0.08865736424922943, 0.08658450096845627]"
588,"So sensibly, fellow citizens, do these circumstances press themselves upon me that I should not dare to enter upon my path of duty did I not look for the generous aid of those who will be associated with me in the various and coordinate branches of the Government; did I not repose with unwavering reliance on the patriotism, the intelligence, and the kindness of a people who never yet deserted a public servant honestly laboring their cause; and, above all, did I not permit myself humbly to hope for the sustaining support of an ever-watchful and beneficent Providence.",economy,0.386453241109848,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.386453241109848, 0.2912709712982178, 0.21041721105575562, 0.08011742681264877, 0.03174111992120743]"
589,To the confidence and consolation derived from these sources it would be ungrateful not to add those which spring from our present fortunate condition.,society,0.39147379994392395,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.39147379994392395, 0.24513135850429535, 0.182982936501503, 0.09559227526187897, 0.08481961488723755]"
590,"Though not altogether exempt from embarrassments that disturb our tranquillity at home and threaten it abroad, yet in all the attributes of a great, happy, and flourishing people we stand without a parallel in the world.",society,0.5699821710586548,"[""society"", ""economy"", ""war/security"", ""governance"", ""politics""]","[0.5699821710586548, 0.11501504480838776, 0.11048870533704758, 0.10832913219928741, 0.09618492424488068]"
591,"Abroad we enjoy the respect and, with scarcely an exception, the friendship of every nation; at home, while our Government quietly but efficiently performs the sole legitimate end of political institutions -- in doing the greatest good to the greatest number -- we present an aggregate of human prosperity surely not elsewhere to be found.",governance,0.5912606120109558,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.5912606120109558, 0.1792544275522232, 0.17581352591514587, 0.041028350591659546, 0.012643102556467056]"
592,"How imperious, then, is the obligation imposed upon every citizen, in his own sphere of action, whether limited or extended, to exert himself in perpetuating a condition of things so singularly happy!",society,0.3825557827949524,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3825557827949524, 0.25515955686569214, 0.1686803698539734, 0.1491079479455948, 0.044496383517980576]"
593,All the lessons of history and experience must be lost upon us if we are content to trust alone to the peculiar advantages we happen to possess.,economy,0.28022775053977966,"[""economy"", ""governance"", ""society"", ""politics"", ""war/security""]","[0.28022775053977966, 0.24161086976528168, 0.2353016883134842, 0.13901159167289734, 0.10384807735681534]"
594,Position and climate and the bounteous resources that nature has scattered with so liberal a hand -- even the diffused intelligence and elevated character of our people -- will avail us nothing if we fail sacredly to uphold those political institutions that were wisely and deliberately formed with reference to every circumstance that could preserve or might endanger the blessings we enjoy.,politics,0.6402423977851868,"[""politics"", ""governance"", ""society"", ""economy"", ""war/security""]","[0.6402423977851868, 0.288101464509964, 0.05207143351435661, 0.011386950500309467, 0.008197728544473648]"
